71,FCPorto,Portugal,LigaBwin,248900000,50,70200000,35,453800000,2018
72,WolverhamptonWanderers,England,Championship,246100000,36,63200000,39,-182800000,2018
73,EintrachtFrankfurt,Germany,Bundesliga,24200000,18,49200000,16,-192800000,2018
74,BeneventoCalcio,Italy,SerieA,230800000,46,39800000,50,-191800000,2018
75,UdineseCalcio,Italy,SerieA,225900000,55,17700000,38,-48800000,2018
76,SpartakMoscow,Russia,PremierLiga,22000000,10,0,9,-220800000,2018
77,CFMonterrey,Mexico,LigaMXClausura,215100000,31,6200000,28,-153800000,2018
78,FenerbahceSK,Turkey,SüperLig,206800000,18,173600000,17,-33800000,2018
79,RacingClub,Argentina,LigaProfesional,204800000,32,251700000,29,46800000,2018
80,Fulham,England,Championship,201700000,18,18200000,28,-19800000,2018
81,RSCAnderlecht,Belgium,JupilerProLeague,199500000,41,546500000,41,347800000,2018
82,HullCity,England,Championship,198500000,24,451700000,29,253800000,2018
83,SC Freiburg	SC Freiburg	,Germany,Bundesliga,196500000,23,27800000,16,81800000,2018
84,ASSaint-Étienne,France,Ligue1,19300000,24,15500000,25,-38800000,2018
85,OlympiacosPiraeus,Greece,SuperLeague1,191500000,75,230500000,53,39800000,2018
86,HamburgerSV,Germany,Bundesliga,19000000,18,55500000,16,-134800000,2018
87,Hannover 96,,Germany,Bundesliga,	19000000,19,250000,15,-187800000,2018
88,SVWerderBremen,Germany,Bundesliga,18600000,23,8900000,20,-97800000,2018
89,KAAGent,Belgium,JupilerProLeague,18400000,31,110500000,32,-73800000,2018
90,BirminghamCity,England,Championship,176500000,31,4700000,29,-129800000,2018
91,SãoPauloFutebolClube,Brazil,SérieA,174200000,48,522700000,46,348800000,2018
92,InterMilan,Italy,Primavera1,170700000,45,230,0,-170800000,2018
93,ClubBruggeKV,Belgium,JupilerProLeague,170700000,39,26300000,29,92800000,2018
94,RCDEspanyol,Spain,LaLiga,170500000,20,10500000,20,-65800000,2018
95,CDCruzAzul,Mexico,LigaMXClausura,167500000,23,5500000,21,-112800000,2018
96,1FSVMainz05,Germany,Bundesliga,165500000,21,248500000,19,83800000,2018
97,Trabzonspor,Turkey,SüperLig,16100000,44,3300000,30,-128800000,2018
98,ACSpartaPrague,CzechRepublic,FortunaLiga,16000000,40,9500000,34,-65800000,2018
99,SheffieldWednesday,England,Championship,15200000,14,0,-15,-152800000,2018
100,Norwich City,England,Championship,151200000,30,336400000,34,185800000,2018
